"Ticker","company_name","Return","Volatility","Cluster","Cluster_Label"
"VLTO","Veralto",0.00744023879648921,0.2472000110453,"3","Stable Yield"
"TTD","The Trade Desk, Inc.",-1.02438342930117,0.868414959350446,"1","Conservative / Defensive"
"PHM","PulteGroup",-0.0426121415091584,0.360322399525386,"3","Stable Yield"
"CBOE","Cboe Global Markets",0.357344942943838,0.244600241332974,"3","Stable Yield"
"VRSN","Verisign",0.712757512140203,0.23065065443193,"3","Stable Yield"
"CINF","Cincinnati Financial",0.092068741535734,0.28557734442577,"3","Stable Yield"
"IP","International Paper",-0.264042289947915,0.398738713906901,"1","Conservative / Defensive"
"FSLR","First Solar",-0.247954485258228,0.711106475978887,"1","Conservative / Defensive"
"STZ","Constellation Brands",-0.652818657961083,0.3790619311081,"1","Conservative / Defensive"
"TPR","Tapestry, Inc.",0.606346323829264,0.46237774350767,"4","High Volatility / Speculative"
"NTRS","Northern Trust",0.432982397994552,0.350076743151535,"3","Stable Yield"
"ULTA","Ulta Beauty",0.179636006519143,0.427854604495112,"3","Stable Yield"
"EXE","Expand Energy",0.300660194002655,0.304496726928236,"2","Aggressive Growth"
"LDOS","Leidos",0.200214116670166,0.304130440465908,"3","Stable Yield"
"PTC","PTC Inc.",-0.125107641645318,0.316091830524648,"3","Stable Yield"
"HBAN","Huntington Bancshares",0.0656402942210085,0.35835988178594,"2","Aggressive Growth"
"NTAP","NetApp",-0.175537659056908,0.452754916325651,"1","Conservative / Defensive"
"EQR","Equity Residential",-0.0781310455705454,0.267877390976691,"3","Stable Yield"
"STE","Steris",0.356158959973935,0.239802382681901,"3","Stable Yield"
"TROW","T. Rowe Price",-0.336644713660784,0.338911113858216,"3","Stable Yield"
"WSM","Williams-Sonoma",-0.287463084226023,0.494575077197311,"1","Conservative / Defensive"
"LH","LabCorp",0.291800507801905,0.247520975819353,"3","Stable Yield"
"DG","Dollar General",0.861534285719393,0.411523563542124,"4","High Volatility / Speculative"
"HUBB","Hubbell Incorporated",-0.0582293477657582,0.371317123778578,"3","Stable Yield"
"CFG","Citizens Financial Group",0.0542201833074438,0.389069391869041,"2","Aggressive Growth"
"PPG","PPG Industries",-0.0303536945937502,0.348395913694685,"3","Stable Yield"
"RF","Regions Financial Corporation",0.0231506275773286,0.339807614399665,"2","Aggressive Growth"
"DOV","Dover Corporation",-0.0272141674411953,0.321540455561191,"3","Stable Yield"
"PODD","Insulet Corporation",0.419598354677241,0.427766130452341,"3","Stable Yield"
"TER","Teradyne",-0.711839848795362,0.592731746294578,"1","Conservative / Defensive"
"CMS","CMS Energy",0.084353960380963,0.198711010787341,"2","Aggressive Growth"
"SW","Smurfit WestRock",-0.451656164776236,0.42063489613106,"1","Conservative / Defensive"
"TYL","Tyler Technologies",0.0648297805096266,0.289784434679953,"3","Stable Yield"
"JBL","Jabil",0.881580474842376,0.44100287527163,"4","High Volatility / Speculative"
"DRI","Darden Restaurants",0.324627194926847,0.276241612203522,"3","Stable Yield"
"EIX","Edison International",-0.91351031820147,0.450286441250449,"1","Conservative / Defensive"
"STLD","Steel Dynamics",0.279563197616894,0.418623907356538,"3","Stable Yield"
"BIIB","Biogen",-0.369904054451963,0.326794442661768,"3","Stable Yield"
"NVR","NVR, Inc.",-0.163772321942501,0.291742994760655,"3","Stable Yield"
"L","Loews Corporation",0.177787728785765,0.238836193502174,"3","Stable Yield"
"CHD","Church & Dwight",-0.16110898180486,0.237772482618775,"3","Stable Yield"
"GPN","Global Payments",-0.697850699271005,0.483653563102897,"1","Conservative / Defensive"
"TPL","Texas Pacific Land Corporation",-0.230600404721035,0.550835716628723,"3","Stable Yield"
"DVN","Devon Energy",-0.101581396230113,0.508629116726582,"1","Conservative / Defensive"
"DLTR","Dollar Tree",0.538624595651226,0.514202006463867,"4","High Volatility / Speculative"
"ON","ON Semiconductor",-0.34019704164267,0.672343051332689,"1","Conservative / Defensive"
"DGX","Quest Diagnostics",0.362139158988044,0.235418915020015,"3","Stable Yield"
"SBAC","SBA Communications",0.330284658018921,0.280570711252843,"3","Stable Yield"
"NI","NiSource",0.216333176286203,0.228798383262496,"2","Aggressive Growth"
"LULU","Lululemon Athletica",-0.935570684234235,0.566700745361177,"1","Conservative / Defensive"
"CPAY","Corpay",-0.0502897465540043,0.438723872875292,"3","Stable Yield"
"WAT","Waters Corporation",-0.11163533693535,0.373232936894948,"3","Stable Yield"
"KEY","KeyCorp",0.0532798612923241,0.379578735476101,"2","Aggressive Growth"
"CDW","CDW",0.102294888500261,0.358309638827689,"3","Stable Yield"
"RL","Ralph Lauren Corporation",0.352613526675625,0.500967045558259,"3","Stable Yield"
"HAL","Halliburton",-0.641372972082176,0.488369447842006,"1","Conservative / Defensive"
"FFIV","F5, Inc.",0.325373817833533,0.33600660716472,"3","Stable Yield"
"ZBH","Zimmer Biomet",-0.282489256773997,0.302603117239466,"3","Stable Yield"
"PSKY","Paramount Skydance Corp",0.412909049621845,0.260402411488514,"2","Aggressive Growth"
"J","Jacobs Solutions",0.00731674911931561,0.265171313156274,"3","Stable Yield"
"PKG","Packaging Corporation of America",-0.371405890327808,0.302996218900917,"3","Stable Yield"
"TSN","Tyson Foods",-0.0806945469429467,0.2453409977923,"2","Aggressive Growth"
"WST","West Pharmaceutical Services",-0.845645055256356,0.780321341628173,"1","Conservative / Defensive"
"AMCR","Amcor",-0.0359472937778182,0.245082650858051,"2","Aggressive Growth"
"IT","Gartner",-0.372123390511608,0.277987263676992,"3","Stable Yield"
"GPC","Genuine Parts Company",0.0921402678771264,0.270844774000355,"3","Stable Yield"
"TRMB","Trimble Inc.",0.179370618196821,0.355615698872454,"3","Stable Yield"
"LII","Lennox International",-0.110651487049888,0.381810329261046,"3","Stable Yield"
"GDDY","GoDaddy",-0.20735295681019,0.37509067098683,"3","Stable Yield"
"PNR","Pentair",0.0463603980857933,0.336575455267335,"3","Stable Yield"
"APTV","Aptiv",0.257010162486403,0.40355773676318,"2","Aggressive Growth"
"PFG","Principal Financial Group",0.0541874087222611,0.340078140690385,"3","Stable Yield"
"EVRG","Evergy",0.232799029622335,0.193661797332777,"2","Aggressive Growth"
"CNC","Centene Corporation",-0.22628518205145,0.336271004144278,"2","Aggressive Growth"
"CTRA","Coterra",-0.0614489418948612,0.351230003006742,"2","Aggressive Growth"
"MKC","McCormick & Company",-0.00164744474887163,0.264192141079037,"3","Stable Yield"
"LUV","Southwest Airlines",-0.0588660826946259,0.467993290617055,"1","Conservative / Defensive"
"SNA","Snap-on",-0.15429754494926,0.277020411413568,"3","Stable Yield"
"LNT","Alliant Energy",0.0686225042166453,0.211736603716662,"3","Stable Yield"
"INVH","Invitation Homes",0.0888574171431128,0.226161325066362,"2","Aggressive Growth"
"BG","Bunge Global",0.0715175363238847,0.319716300260307,"3","Stable Yield"
"WY","Weyerhaeuser",-0.178577389142178,0.296476023203992,"2","Aggressive Growth"
"ESS","Essex Property Trust",0.0287102576814068,0.279810319248222,"3","Stable Yield"
"ERIE","Erie Indemnity",-0.346171970695951,0.375478421364336,"3","Stable Yield"
"INCY","Incyte",-0.0432796482708743,0.361817075676014,"3","Stable Yield"
"GEN","Gen Digital",0.140653918690933,0.305664959400333,"2","Aggressive Growth"
"FTV","Fortive",-0.147451341433414,0.31162966615173,"2","Aggressive Growth"
"BBY","Best Buy",-0.520017726676495,0.53886638165199,"1","Conservative / Defensive"
"IFF","International Flavors & Fragrances",-0.253997070071237,0.303904113777238,"3","Stable Yield"
"EXPD","Expeditors International",0.0785716471603677,0.316776847431351,"3","Stable Yield"
"DOW","Dow Inc.",-0.835506964566146,0.474350149455808,"1","Conservative / Defensive"
"TKO","TKO Group Holdings",0.505618611445917,0.357810340890718,"3","Stable Yield"
"MAA","Mid-America Apartment Communities",-0.0618295877384204,0.237970479773124,"3","Stable Yield"
"OMC","Omnicom Group",-0.382411235781358,0.30831613253313,"1","Conservative / Defensive"
"TXT","Textron",0.120124281305034,0.325728701891146,"3","Stable Yield"
"LYB","LyondellBasell",-0.477789693754366,0.420746332363239,"1","Conservative / Defensive"
"ALLE","Allegion",0.237457387393234,0.288890705922747,"3","Stable Yield"
"CHRW","C.H. Robinson",-0.143210056990202,0.30450372955902,"3","Stable Yield"
"ZBRA","Zebra Technologies",-0.455577316131342,0.519983241874377,"1","Conservative / Defensive"
"EG","Everest Group",-0.139135590404315,0.267971843265628,"3","Stable Yield"
"DECK","Deckers Brands",-1.42735129714835,0.671474402076418,"1","Conservative / Defensive"
"KIM","Kimco Realty",-0.18476109186409,0.274373004173727,"2","Aggressive Growth"
"CLX","Clorox",-0.621610056714994,0.247690441338081,"3","Stable Yield"
"HOLX","Hologic",-0.200356012143088,0.357454520326049,"3","Stable Yield"
"MAS","Masco",-0.222597311540647,0.359559613037682,"3","Stable Yield"
"DPZ","Domino's",0.073715059574003,0.304624443659567,"3","Stable Yield"
"COO","Cooper Companies (The)",-0.50438608631568,0.404292543510688,"1","Conservative / Defensive"
"BLDR","Builders FirstSource",-0.408542726544566,0.465749765881372,"1","Conservative / Defensive"
"CF","CF Industries",0.144577151176578,0.373496695435318,"3","Stable Yield"
"JBHT","J.B. Hunt",-0.366130606508814,0.402171499334571,"3","Stable Yield"
"HRL","Hormel Foods",-0.0856510106548148,0.222922498885124,"2","Aggressive Growth"
"NDSN","Nordson Corporation",0.0933855082717835,0.333777944614893,"3","Stable Yield"
"BF.B","BrownForman",-0.673262813419254,0.449415422653696,"1","Conservative / Defensive"
"UHS","Universal Health Services",0.0170851468094595,0.384270685566392,"3","Stable Yield"
"BALL","Ball Corporation",0.0621843650059432,0.28603515269265,"3","Stable Yield"
"ARE","Alexandria Real Estate Equities",-0.613285357299196,0.343751139451719,"1","Conservative / Defensive"
"REG","Regency Centers",-0.0284582193648969,0.229638357161046,"3","Stable Yield"
"DOC","Healthpeak Properties",-0.293503560497211,0.243716825662536,"2","Aggressive Growth"
"AVY","Avery Dennison",-0.0910336892006086,0.258583391851074,"3","Stable Yield"
"SOLV","Solventum",0.291637485744071,0.374680479781479,"3","Stable Yield"
"FOX","Fox Corporation (Class B)",0.229627553561271,0.321064194223718,"3","Stable Yield"
"FOXA","Fox Corporation (Class A)",0.280010582696012,0.316281451816968,"2","Aggressive Growth"
"IEX","IDEX Corporation",-0.333492977796884,0.313503227370641,"3","Stable Yield"
"WYNN","Wynn Resorts",0.231891982253856,0.446183547328867,"3","Stable Yield"
"UDR","UDR, Inc.",-0.0849564974494432,0.272436625805053,"3","Stable Yield"
"BEN","Franklin Resources",0.352125910504722,0.368411474407067,"2","Aggressive Growth"
"BAX","Baxter International",0.0713639695063794,0.375920176253282,"2","Aggressive Growth"
"VTRS","Viatris",-0.687047138574092,0.41570725143646,"1","Conservative / Defensive"
"HII","Huntington Ingalls Industries",0.52553139618081,0.459248826723485,"3","Stable Yield"
"ALB","Albemarle Corporation",-0.640352035661164,0.593647258047382,"1","Conservative / Defensive"
"PAYC","Paycom",0.289185275105196,0.382790714941488,"3","Stable Yield"
"GL","Globe Life",0.212384160815951,0.285910147367674,"3","Stable Yield"
"HST","Host Hotels & Resorts",-0.23563594493529,0.350471870311761,"2","Aggressive Growth"
"PNW","Pinnacle West",0.123715113136197,0.187558283219772,"3","Stable Yield"
"JKHY","Jack Henry & Associates",0.0849358306122955,0.250607696343133,"3","Stable Yield"
"AIZ","Assurant",-0.141851895177726,0.288280553150267,"3","Stable Yield"
"BXP","BXP, Inc.",-0.183938641554556,0.35445222448874,"3","Stable Yield"
"CPT","Camden Property Trust",-0.0364566006018973,0.251806451663276,"3","Stable Yield"
"GNRC","Generac",-0.19146526988545,0.429349820698538,"3","Stable Yield"
"SWKS","Skyworks Solutions",-0.356902549321046,0.663137613042619,"1","Conservative / Defensive"
"NCLH","Norwegian Cruise Line Holdings",-0.511038698973513,0.592212248245099,"1","Conservative / Defensive"
"SJM","J.M. Smucker Company (The)",-0.262104525316004,0.352564451204889,"3","Stable Yield"
"FDS","FactSet",-0.131839553336031,0.240278319179597,"3","Stable Yield"
"POOL","Pool Corporation",-0.276534866963495,0.327244265920097,"3","Stable Yield"
"DAY","Dayforce",-0.528489258927916,0.429932335837697,"1","Conservative / Defensive"
"AKAM","Akamai Technologies",-0.373347526921184,0.521553529353306,"1","Conservative / Defensive"
"SWK","Stanley Black & Decker",-0.34301375450022,0.526097744968514,"1","Conservative / Defensive"
"RVTY","Revvity",-0.305479533695177,0.402165260548193,"3","Stable Yield"
"IVZ","Invesco",-0.234560730296681,0.454457700854262,"1","Conservative / Defensive"
"MOH","Molina Healthcare",0.0758910630763155,0.425748872626564,"3","Stable Yield"
"AES","AES Corporation",-0.448830590642173,0.517562694436952,"1","Conservative / Defensive"
"HAS","Hasbro",0.559458255673077,0.447789003577145,"4","High Volatility / Speculative"
"MRNA","Moderna",-0.875161074162412,0.759897479858387,"1","Conservative / Defensive"
"NWSA","News Corp (Class A)",0.164715987739279,0.256273974130249,"2","Aggressive Growth"
"IPG","Interpublic Group of Companies (The)",-0.289446293753102,0.330017866962783,"2","Aggressive Growth"
"AOS","A. O. Smith",-0.0551643167518906,0.266849250839668,"3","Stable Yield"
"MOS","Mosaic Company (The)",0.83930795347568,0.381281680939269,"4","High Volatility / Speculative"
"ALGN","Align Technology",-0.200766013692679,0.410739253051634,"3","Stable Yield"
"TAP","Molson Coors Beverage Company",-0.345463660422481,0.284750044665978,"3","Stable Yield"
"TECH","Bio-Techne",-0.684788607097641,0.455554297638743,"1","Conservative / Defensive"
"DVA","DaVita",-0.105055910488484,0.333437652639127,"3","Stable Yield"
"CPB","Campbell Soup Company",-0.65759709613199,0.275571365928061,"1","Conservative / Defensive"
"LW","Lamb Weston",-0.503803574073145,0.36776105627647,"1","Conservative / Defensive"
"MGM","MGM Resorts",0.0446844643945601,0.495021751448074,"1","Conservative / Defensive"
"CAG","Conagra Brands",-0.627684919997194,0.262411045852799,"1","Conservative / Defensive"
"FRT","Federal Realty Investment Trust",-0.285566896686872,0.288619878470383,"3","Stable Yield"
"CRL","Charles River Laboratories",-0.386152255574102,0.692091719947966,"1","Conservative / Defensive"
"APA","APA Corporation",-0.511344433037763,0.639594770564472,"1","Conservative / Defensive"
"EPAM","EPAM Systems",-0.540005142626488,0.468575177507931,"1","Conservative / Defensive"
"MHK","Mohawk Industries",-0.209232725028262,0.376861085372882,"3","Stable Yield"
"MTCH","Match Group",-0.11285118746633,0.37532892209986,"2","Aggressive Growth"
"HSIC","Henry Schein",0.132416070342753,0.273585916487473,"3","Stable Yield"
"LKQ","LKQ Corporation",0.04378690608486,0.319117425596846,"3","Stable Yield"
"EMN","Eastman Chemical Company",-0.354641144690047,0.391134296483482,"1","Conservative / Defensive"
"KMX","CarMax",-0.3943268431539,0.454839495243916,"1","Conservative / Defensive"
"NWS","News Corp (Class B)",0.254044277758683,0.261597251166323,"3","Stable Yield"
